Barcode,Celltype,Trajectory
scATAC_Gonad-male_E11_5_BC6999_N01,G24=7.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7061_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E11_5_BC6933_N01,G16=7.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC6995_N01,G16=7.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7057_N01,G16=2.7:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7027_N01,G24=7.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7034_N01,G16=2.7:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC6914_N01,G16=7.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7074_N01,G16=7.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7054_N01,G16=2.7:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC6937_N01,G16=7.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7079_N01,G24=7.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7062_N01,G24=7.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7073_N01,G16=2.7:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7006_N01,G16=7.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7064_N01,G16=2.7:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7000_N01,G16=2.7:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7081_N01,G16=2.7:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC6868_N01,G16=7.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC6966_N01,G16=7.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7089_N01,G24=7.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC6663_N01,G16=7.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7108_N01,G24=7.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC6985_N01,G16=2.7:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7111_N01,G01=21.0:Cycling_Blood_Progenitor,primitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7022_N01,G16=7.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7004_N01,G16=7.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7014_N01,G16=7.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7032_N01,G16=2.7:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7125_N01,G16=7.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC6968_N01,G16=7.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7132_N01,G01=21.0:Cycling_Blood_Progenitor,primitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7134_N01,G24=7.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7084_N01,G16=2.7:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7126_N01,G16=7.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7028_N01,G16=7.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7128_N01,G24=7.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7145_N01,G16=7.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7141_N01,G24=7.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7124_N01,G16=2.7:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7148_N01,G16=20.8:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7035_N01,G16=7.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC6998_N01,G16=7.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC6992_N01,G16=7.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7167_N01,G24=7.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC6990_N01,G16=2.7:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E11_5_BC7150_N01,G16=7.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18297_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18579_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18869_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17903_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC15100_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18500_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18754_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18802_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18889_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18314_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18527_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18851_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC10467_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC18876_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC16738_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18723_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18398_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18741_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18715_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18578_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18118_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18882_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18035_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18293_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17373_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18178_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17866_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17796_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17498_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC18911_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18517_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18332_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18410_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17134_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18863_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18907_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18490_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18779_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18426_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18468_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18365_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC18145_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC15542_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC16859_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC15921_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC15693_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18306_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18662_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17402_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18777_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18524_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18249_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18226_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC14477_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18093_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18921_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17389_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17884_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17934_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18165_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18402_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC13024_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC15032_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18501_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC15192_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC18749_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17758_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17522_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17616_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18930_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18323_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC16254_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC18846_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17905_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18317_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18656_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC13444_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC18283_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18576_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18388_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC16300_N01,G02=21.4:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18905_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18669_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18696_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18819_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18617_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18569_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18441_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC16519_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC17985_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18870_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18815_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18246_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18614_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18326_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18479_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18253_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18295_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18132_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18319_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18099_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18339_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC19021_N02,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18229_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC16603_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18717_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17086_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18562_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18742_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC04557_N02,G02=21.4:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18156_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18847_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC16139_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18794_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18370_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17733_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17280_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC15013_N01,G02=21.4:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17961_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18171_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17350_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18413_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17802_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC16500_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC03509_N01,G02=21.4:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC10959_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18720_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17493_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18622_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC08393_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18447_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18458_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC18626_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17567_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18299_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18170_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18409_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18481_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC14933_N01,G02=21.4:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17545_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18520_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18690_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18640_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18328_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18570_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18625_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17872_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18867_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18606_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC18936_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17678_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC00682_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC15577_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC17843_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18927_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18504_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC04953_N01,G02=21.4:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC09904_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC00366_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC18452_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18881_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17994_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18812_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC15789_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC13313_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC18011_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18443_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18856_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC06126_N01,G02=21.4:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC04605_N01,G04=18.2:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC11886_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC06632_N01,G02=21.4:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17429_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC10839_N01,G02=21.4:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18594_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC14766_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC10182_N01,G02=21.4:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC05727_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC18734_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC15553_N01,G02=21.4:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18730_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18528_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18248_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC03050_N01,G04=18.2:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC18270_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17785_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17924_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC15419_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC14318_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC18564_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC02337_N01,G02=21.4:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC02766_N01,G04=18.2:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC04042_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC17990_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC04171_N01,G02=21.4:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17952_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18157_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18513_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18279_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC12856_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC18871_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC09451_N01,G04=18.2:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC07818_N01,G02=21.4:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18097_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17353_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC18651_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18173_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC07199_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC08100_N01,G02=21.4:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18261_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18616_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC17354_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC18788_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC10736_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC11651_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC14728_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC13184_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC00259_N01,G04=18.2:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC16234_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC18023_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC09863_N03,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC18555_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
scATAC_Gonad-male_E12_5_BC11811_N01,G04=18.1:Macrophage,White blood cell trajectory
scATAC_Gonad-male_E12_5_BC18673_N01,G02=20.0:Erythroblast,Definitive erythroid trajectory
