#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2670337	19353	29875	202556	205938	-	-	Rac1	Iqgap1	AL023026|D5Ertd559e	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.8375	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P63001	Q3TLP8|K7Q7T7	NP_033033	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670338	19943	29875	202975	205938	-	-	Rpl28	Iqgap1	D7Wsu21e	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.71	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P41105	Q5M9J8	NP_033107	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670339	19988	29875	202987	205938	-	-	Rpl6	Iqgap1	Taxreb107	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.7295	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P47911	Q3UCH0	NP_035420	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670340	11837	29875	198181	205938	-	-	Rplp0	Iqgap1	36B4|Arbp|L10E	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.91	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P14869	Q5M8R8	NP_031501	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670341	20102	29875	203011	205938	RP23-331B22.2	-	Rps4x	Iqgap1	Rps4|Rps4-1	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.739	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P62702	Q545X8	NP_033120	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670342	20104	29875	203013	205938	-	-	Rps6	Iqgap1	S6R	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.7225	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P62754	Q5BLK1	NP_033122	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670343	66118	29875	211227	205938	-	-	Sarnp	Iqgap1	1110005A23Rik|Cip29	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.708	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q9D1J3	B7ZWI2|B2RXM7	NP_079640	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670344	22154	29875	204381	205938	RP24-180B11.2	-	Tubb5	Iqgap1	AA408537|AI596182|B130022C14Rik|M(beta)5	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.719	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P99024	-	NP_035785	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670345	22352	29875	204524	205938	RP23-185P20.1	-	Vim	Iqgap1	-	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.7395	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P20152	Q5FWJ3	NP_035831	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670346	73178	29875	215819	205938	-	-	Wasl	Iqgap1	2900021I12Rik|3110031I02Rik|N-WASP	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.84	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q91YD9	Q9CXQ9|Q6PDL3|Q3TXX8	NP_082735|NP_001161217	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670347	22388	29875	204554	205938	-	-	Wdr1	Iqgap1	Aip1|D5Wsu185e|rede	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.689	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	O88342	Q3TJY2	NP_035845	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670348	22627	29875	204619	205938	RP23-78H4.1	-	Ywhae	Iqgap1	AU019196	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.704	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P62259	Q5SS40	NP_033562	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670349	22630	29875	204622	205938	-	-	Ywhaq	Iqgap1	2700028P07Rik|AA409740|AU021156|R74690	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.812	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P68254	A3KML3	NP_035869	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2675795	29875	20853	205938	203528	-	RP23-19L12.1	Iqgap1	Stau1	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	5830401L18Rik|AW549911|C85792|Stau	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.913	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	Q9Z108	Q3UTC8|Q3TWA1|Q9DBE7|Q3U7A6|A2A5R8|Q3TU43|Q3UKX3|A2A5S3	NP_001103376|NP_035620|NP_001278089|NP_001103375	-	-	-	-	-	-	Mus musculus	Mus musculus
2681459	13036	29875	198973	205938	-	-	Ctsh	Iqgap1	AL022844	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.693	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P49935	-	NP_031827	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2681460	13426	29875	199255	205938	-	-	Dync1i1	Iqgap1	DH IC-1|DHIC-1|DIC|Dncic1|IC74	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.714	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	O88485	D3Z0M6|D6Q0F3|D6Q0F4|Q3TYJ3	NP_001177955|NP_001177954|NP_001177956|NP_034193|NP_001177952	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2681461	66143	29875	211246	205938	-	-	Eef1e1	Iqgap1	1110003A02Rik	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.938	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q9D1M4	-	NP_079656	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2681462	208643	29875	228998	205938	-	-	Eif4g1	Iqgap1	E030015G23Rik|eIF4GI	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.69	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q6NZJ6	Q8BUW8|E9Q9E1|E9PVC5	NP_666053|NP_001005331|NP_001291361	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2681463	226180	29875	230487	205938	-	-	Ina	Iqgap1	AV028420|NF-66|NF66	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.708	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P46660	-	NP_666212	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2681464	67070	29875	211917	205938	RP24-67F19.1	-	Lsm14a	Iqgap1	2700023B17Rik|AA407828|AU017544|Tral	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.7	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q8K2F8	-	NP_080224	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2681465	17762	29875	201589	205938	RP23-136D4.1	-	Mapt	Iqgap1	AI413597|AW045860|Mtapt|Tau	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.701	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P10637	Q3UH19|Q547J4|Q8C5K4	NP_034968|NP_001272384|NP_001272385|NP_001272383|NP_001033698	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2681466	17975	29875	201706	205938	-	-	Ncl	Iqgap1	B530004O11Rik|C23|D0Nds28|D1Nds28|Nucl	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.702	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P09405	-	NP_035010	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2681467	19878	29875	202951	205938	-	-	Rock2	Iqgap1	B230113H15Rik|ROKalpha|Rho-kinase|Rock-II|Rock2m|mKIAA0619	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.735	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P70336	F8VPK5|Q3TR46	NP_033098	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2681468	56403	29875	207955	205938	-	-	Syncrip	Iqgap1	2610109K23Rik|4632417O19Rik|GRY-RBP|Nsap1|Nsap1l|pp68	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.734	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q7TMK9	Q3TRV3|G3UZ48	NP_062770|NP_001271257|NP_062640|NP_001298042	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2886955	208727	29875	229009	205938	-	-	Hdac4	Iqgap1	4932408F19Rik|AI047285	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Affinity Capture-MS	physical	Federspiel JD (2019)	PUBMED:31040226	10090	10090	High Throughput	-	-	-	-	BIOGRID	Q6NZM9	-	NP_997108	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2901846	11537	29875	197991	205938	-	-	Cfd	Iqgap1	Adn|DF	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Affinity Capture-MS	physical	Kim H (2018)	PUBMED:30550785	10090	10090	High Throughput	-	-	-	-	BIOGRID	P03953	B7ZNS9|Q3UP47	NP_038487|NP_001278844	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2902342	384061	29875	239035	205938	RP23-284L6.4	-	Fndc5	Iqgap1	1500001L03Rik|AI836596|C87088|PeP|Pxp	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Affinity Capture-MS	physical	Kim H (2018)	PUBMED:30550785	10090	10090	High Throughput	-	-	-	-	BIOGRID	Q8K4Z2	-	NP_081678	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2909760	403183	29875	240076	205938	-	-	Mettl21e	Iqgap1	4832428D23Rik|Gm991	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Affinity Capture-MS	physical	Wang C (2019)	PUBMED:31162944	10090	10090	High Throughput	-	-	-	-	BIOGRID	Q8CDZ2	-	NP_997164	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
